Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00     518/801         void boost::algorithm::trim_left_if<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, boost::algorithm::detail::is_classifiedF>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, boost::algorithm::detail::is_classifiedF) [78]
[35]     0.0    0.00    0.00     801         boost::range_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, void>::type boost::range_adl_barrier::begin<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [35]
                0.00    0.00     801/801         boost::range_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, void>::type boost::range_detail::range_begin<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [32]
-----------------------------------------------
                0.00    0.00     192/796         std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::_Vector_impl_data::_M_swap_data(std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::_Vector_impl_data&) [112]
                0.00    0.00     604/796         std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::_Vector_impl::_Vector_impl(std::allocator<sf::Vertex> const&) [49]
[36]     0.0    0.00    0.00     796         std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::_Vector_impl_data::_Vector_impl_data() [36]
-----------------------------------------------
                0.00    0.00       8/785         void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_realloc_insert<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [384]
                0.00    0.00     259/785         void std::allocator_traits<std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::construct<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [90]
                0.00    0.00     259/785         void __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::construct<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [87]
                0.00    0.00     259/785         void std::_Construct<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [92]
[37]     0.0    0.00    0.00     785         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const& std::forward<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>::type&) [37]
-----------------------------------------------
                0.00    0.00      79/762         sf::Shape::Shape(sf::Shape const&) [174]
                0.00    0.00     175/762         sf::Text::Text(sf::Text const&) [119]
                0.00    0.00     508/762         sf::VertexArray::VertexArray(sf::VertexArray const&) [54]
[38]     0.0    0.00    0.00     762         sf::Drawable::Drawable(sf::Drawable const&) [38]
-----------------------------------------------
                0.00    0.00     230/719         __gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > std::transform<__gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, boost::algorithm::detail::to_lowerF<char> >(__gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, boost::algorithm::detail::to_lowerF<char>) [298]
                0.00    0.00     230/719         __gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > boost::algorithm::detail::trim_begin<__gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, boost::algorithm::detail::is_classifiedF>(__gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, boost::algorithm::detail::is_classifiedF) [81]
                0.00    0.00     259/719         __gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > boost::algorithm::detail::trim_end_iter_select<__gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, boost::algorithm::detail::is_classifiedF>(__gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, boost::algorithm::detail::is_classifiedF, std::bidirectional_iterator_tag) [83]
[39]     0.0    0.00    0.00     719         __gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::operator++() [39]
-----------------------------------------------
                0.00    0.00     192/700         std::vector<sf::Vertex, std::allocator<sf::Vertex> >::operator=(std::vector<sf::Vertex, std::allocator<sf::Vertex> > const&) [149]
                0.00    0.00     508/700         std::vector<sf::Vertex, std::allocator<sf::Vertex> >::vector(std::vector<sf::Vertex, std::allocator<sf::Vertex> > const&) [61]
[40]     0.0    0.00    0.00     700         std::vector<sf::Vertex, std::allocator<sf::Vertex> >::size() const [40]
-----------------------------------------------
                0.00    0.00       2/641         Camion::Nodo_in_route() [635]
                0.00    0.00       3/641         Camion::Next_in_route() [634]
                0.00    0.00       4/641         Camion::Avanzar(arma::Mat<double>, double, bool) [638]
                0.00    0.00       4/641         Camion::getPosition(arma::Mat<double>, int) [486]
                0.00    0.00       5/641         Camion::draw(sf::RenderWindow&, arma::Mat<double>, arma::Mat<double>) [636]
                0.00    0.00       7/641         append_vec(arma::Col<long long>&, int) [387]
                0.00    0.00      17/641         fill_arma(arma::Col<double>&, double) [533]
                0.00    0.00      23/641         path_find(arma::Col<long long>, int, int) [534]
                0.00    0.00     180/641         getMin_arma(arma::Col<double>, bool*, int) [324]
                0.00    0.00     396/641         dijkstra_arma(arma::Mat<double>, int, int) [529]
[41]     0.0    0.00    0.00     641         void arma::arma_check_bounds<char [37]>(bool, char const (&) [37]) [41]
-----------------------------------------------
                0.00    0.00     624/624         unsigned long std::__detail::__mod<unsigned long, 4294967296ul, 1ul, 0ul>(unsigned long) [43]
[42]     0.0    0.00    0.00     624         std::__detail::_Mod<unsigned long, 4294967296ul, 1ul, 0ul, true, true>::__calc(unsigned long) [42]
-----------------------------------------------
                0.00    0.00     624/624         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::seed(unsigned long) [675]
[43]     0.0    0.00    0.00     624         unsigned long std::__detail::__mod<unsigned long, 4294967296ul, 1ul, 0ul>(unsigned long) [43]
                0.00    0.00     624/624         std::__detail::_Mod<unsigned long, 4294967296ul, 1ul, 0ul, true, true>::__calc(unsigned long) [42]
-----------------------------------------------
                0.00    0.00     623/623         unsigned long std::__detail::__mod<unsigned long, 624ul, 1ul, 0ul>(unsigned long) [45]
[44]     0.0    0.00    0.00     623         std::__detail::_Mod<unsigned long, 624ul, 1ul, 0ul, true, true>::__calc(unsigned long) [44]
-----------------------------------------------
                0.00    0.00     623/623         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::seed(unsigned long) [675]
[45]     0.0    0.00    0.00     623         unsigned long std::__detail::__mod<unsigned long, 624ul, 1ul, 0ul>(unsigned long) [45]
                0.00    0.00     623/623         std::__detail::_Mod<unsigned long, 624ul, 1ul, 0ul, true, true>::__calc(unsigned long) [44]
-----------------------------------------------
                0.00    0.00      96/604         std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::get_allocator() const [139]
                0.00    0.00     508/604         std::vector<sf::Vertex, std::allocator<sf::Vertex> >::vector(std::vector<sf::Vertex, std::allocator<sf::Vertex> > const&) [61]
[46]     0.0    0.00    0.00     604         std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::_M_get_Tp_allocator() const [46]
-----------------------------------------------
                0.00    0.00      96/604         std::vector<sf::Vertex, std::allocator<sf::Vertex> >::operator=(std::vector<sf::Vertex, std::allocator<sf::Vertex> > const&) [149]
                0.00    0.00     508/604         std::vector<sf::Vertex, std::allocator<sf::Vertex> >::vector(std::vector<sf::Vertex, std::allocator<sf::Vertex> > const&) [61]
[47]     0.0    0.00    0.00     604         std::vector<sf::Vertex, std::allocator<sf::Vertex> >::end() const [47]
                0.00    0.00     604/1208        __gnu_cxx::__normal_iterator<sf::Vertex const*, std::vector<sf::Vertex, std::allocator<sf::Vertex> > >::__normal_iterator(sf::Vertex const* const&) [22]
-----------------------------------------------
                0.00    0.00      96/604         std::vector<sf::Vertex, std::allocator<sf::Vertex> >::operator=(std::vector<sf::Vertex, std::allocator<sf::Vertex> > const&) [149]
                0.00    0.00     508/604         std::vector<sf::Vertex, std::allocator<sf::Vertex> >::vector(std::vector<sf::Vertex, std::allocator<sf::Vertex> > const&) [61]
[48]     0.0    0.00    0.00     604         std::vector<sf::Vertex, std::allocator<sf::Vertex> >::begin() const [48]
                0.00    0.00     604/1208        __gnu_cxx::__normal_iterator<sf::Vertex const*, std::vector<sf::Vertex, std::allocator<sf::Vertex> > >::__normal_iterator(sf::Vertex const* const&) [22]
-----------------------------------------------
                0.00    0.00      96/604         std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::_Vector_base(std::allocator<sf::Vertex> const&) [143]
                0.00    0.00     508/604         std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::_Vector_base(unsigned long, std::allocator<sf::Vertex> const&) [58]
[49]     0.0    0.00    0.00     604         std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::_Vector_impl::_Vector_impl(std::allocator<sf::Vertex> const&) [49]
                0.00    0.00     604/796         std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::_Vector_impl_data::_Vector_impl_data() [36]
                0.00    0.00     604/1208        std::allocator<sf::Vertex>::allocator(std::allocator<sf::Vertex> const&) [23]
-----------------------------------------------
                0.00    0.00     576/576         std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::_Vector_impl_data::_M_swap_data(std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::_Vector_impl_data&) [112]
[50]     0.0    0.00    0.00     576         std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::_Vector_impl_data::_M_copy_data(std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::_Vector_impl_data const&) [50]
-----------------------------------------------
                0.00    0.00     574/574         bool __gnu_cxx::operator!=<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > const&, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > const&) [77]
[51]     0.0    0.00    0.00     574         __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::base() const [51]
-----------------------------------------------
                0.00    0.00       2/536         sf::Sprite::~Sprite() [466]
                0.00    0.00     178/536         sf::Text::~Text() [118]
                0.00    0.00     356/536         sf::VertexArray::~VertexArray() [73]
[52]     0.0    0.00    0.00     536         sf::Drawable::~Drawable() [52]
-----------------------------------------------
                0.00    0.00     518/518         void std::_Destroy_aux<false>::__destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [164]
[53]     0.0    0.00    0.00     518         void std::_Destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [53]
-----------------------------------------------
                0.00    0.00     158/508         sf::Shape::Shape(sf::Shape const&) [174]
                0.00    0.00     350/508         sf::Text::Text(sf::Text const&) [119]
[54]     0.0    0.00    0.00     508         sf::VertexArray::VertexArray(sf::VertexArray const&) [54]
                0.00    0.00     508/762         sf::Drawable::Drawable(sf::Drawable const&) [38]
                0.00    0.00     508/508         std::vector<sf::Vertex, std::allocator<sf::Vertex> >::vector(std::vector<sf::Vertex, std::allocator<sf::Vertex> > const&) [61]
-----------------------------------------------
                0.00    0.00     508/508         std::vector<sf::Vertex, std::allocator<sf::Vertex> >::vector(std::vector<sf::Vertex, std::allocator<sf::Vertex> > const&) [61]
[55]     0.0    0.00    0.00     508         __gnu_cxx::__alloc_traits<std::allocator<sf::Vertex>, sf::Vertex>::_S_select_on_copy(std::allocator<sf::Vertex> const&) [55]
                0.00    0.00     508/508         std::allocator_traits<std::allocator<sf::Vertex> >::select_on_container_copy_construction(std::allocator<sf::Vertex> const&) [59]
-----------------------------------------------
                0.00    0.00     508/508         std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::_M_create_storage(unsigned long) [57]
[56]     0.0    0.00    0.00     508         std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::_M_allocate(unsigned long) [56]
                0.00    0.00     103/103         std::allocator_traits<std::allocator<sf::Vertex> >::allocate(std::allocator<sf::Vertex>&, unsigned long) [132]
-----------------------------------------------
                0.00    0.00     508/508         std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::_Vector_base(unsigned long, std::allocator<sf::Vertex> const&) [58]
[57]     0.0    0.00    0.00     508         std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::_M_create_storage(unsigned long) [57]
                0.00    0.00     508/508         std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::_M_allocate(unsigned long) [56]
-----------------------------------------------
                0.00    0.00     508/508         std::vector<sf::Vertex, std::allocator<sf::Vertex> >::vector(std::vector<sf::Vertex, std::allocator<sf::Vertex> > const&) [61]
[58]     0.0    0.00    0.00     508         std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::_Vector_base(unsigned long, std::allocator<sf::Vertex> const&) [58]
                0.00    0.00     508/604         std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::_Vector_impl::_Vector_impl(std::allocator<sf::Vertex> const&) [49]
                0.00    0.00     508/508         std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::_M_create_storage(unsigned long) [57]
-----------------------------------------------
                0.00    0.00     508/508         __gnu_cxx::__alloc_traits<std::allocator<sf::Vertex>, sf::Vertex>::_S_select_on_copy(std::allocator<sf::Vertex> const&) [55]
[59]     0.0    0.00    0.00     508         std::allocator_traits<std::allocator<sf::Vertex> >::select_on_container_copy_construction(std::allocator<sf::Vertex> const&) [59]
                0.00    0.00     508/1208        std::allocator<sf::Vertex>::allocator(std::allocator<sf::Vertex> const&) [23]
-----------------------------------------------
                0.00    0.00     508/508         sf::Vertex* std::uninitialized_copy<__gnu_cxx::__normal_iterator<sf::Vertex const*, std::vector<sf::Vertex, std::allocator<sf::Vertex> > >, sf::Vertex*>(__gnu_cxx::__normal_iterator<sf::Vertex const*, std::vector<sf::Vertex, std::allocator<sf::Vertex> > >, __gnu_cxx::__normal_iterator<sf::Vertex const*, std::vector<sf::Vertex, std::allocator<sf::Vertex> > >, sf::Vertex*) [62]
[60]     0.0    0.00    0.00     508         sf::Vertex* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<sf::Vertex const*, std::vector<sf::Vertex, std::allocator<sf::Vertex> > >, sf::Vertex*>(__gnu_cxx::__normal_iterator<sf::Vertex const*, std::vector<sf::Vertex, std::allocator<sf::Vertex> > >, __gnu_cxx::__normal_iterator<sf::Vertex const*, std::vector<sf::Vertex, std::allocator<sf::Vertex> > >, sf::Vertex*) [60]
                0.00    0.00    4524/4524        bool __gnu_cxx::operator!=<sf::Vertex const*, std::vector<sf::Vertex, std::allocator<sf::Vertex> > >(__gnu_cxx::__normal_iterator<sf::Vertex const*, std::vector<sf::Vertex, std::allocator<sf::Vertex> > > const&, __gnu_cxx::__normal_iterator<sf::Vertex const*, std::vector<sf::Vertex, std::allocator<sf::Vertex> > > const&) [10]
                0.00    0.00    4016/4016        __gnu_cxx::__normal_iterator<sf::Vertex const*, std::vector<sf::Vertex, std::allocator<sf::Vertex> > >::operator*() const [12]
                0.00    0.00    4016/4016        void std::_Construct<sf::Vertex, sf::Vertex const&>(sf::Vertex*, sf::Vertex const&) [13]
                0.00    0.00    4016/4016        sf::Vertex* std::__addressof<sf::Vertex>(sf::Vertex&) [14]
                0.00    0.00    4016/4016        __gnu_cxx::__normal_iterator<sf::Vertex const*, std::vector<sf::Vertex, std::allocator<sf::Vertex> > >::operator++() [11]
-----------------------------------------------
                0.00    0.00     508/508         sf::VertexArray::VertexArray(sf::VertexArray const&) [54]
[61]     0.0    0.00    0.00     508         std::vector<sf::Vertex, std::allocator<sf::Vertex> >::vector(std::vector<sf::Vertex, std::allocator<sf::Vertex> > const&) [61]
                0.00    0.00     508/604         std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::_M_get_Tp_allocator() const [46]
                0.00    0.00     508/508         __gnu_cxx::__alloc_traits<std::allocator<sf::Vertex>, sf::Vertex>::_S_select_on_copy(std::allocator<sf::Vertex> const&) [55]
                0.00    0.00     508/700         std::vector<sf::Vertex, std::allocator<sf::Vertex> >::size() const [40]
                0.00    0.00     508/508         std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::_Vector_base(unsigned long, std::allocator<sf::Vertex> const&) [58]
                0.00    0.00     508/1056        std::allocator<sf::Vertex>::~allocator() [26]
                0.00    0.00     508/1248        std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::_M_get_Tp_allocator() [19]
                0.00    0.00     508/604         std::vector<sf::Vertex, std::allocator<sf::Vertex> >::end() const [47]
                0.00    0.00     508/604         std::vector<sf::Vertex, std::allocator<sf::Vertex> >::begin() const [48]
                0.00    0.00     508/508         sf::Vertex* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<sf::Vertex const*, std::vector<sf::Vertex, std::allocator<sf::Vertex> > >, sf::Vertex*, sf::Vertex>(__gnu_cxx::__normal_iterator<sf::Vertex const*, std::vector<sf::Vertex, std::allocator<sf::Vertex> > >, __gnu_cxx::__normal_iterator<sf::Vertex const*, std::vector<sf::Vertex, std::allocator<sf::Vertex> > >, sf::Vertex*, std::allocator<sf::Vertex>&) [63]
-----------------------------------------------
                0.00    0.00     508/508         sf::Vertex* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<sf::Vertex const*, std::vector<sf::Vertex, std::allocator<sf::Vertex> > >, sf::Vertex*, sf::Vertex>(__gnu_cxx::__normal_iterator<sf::Vertex const*, std::vector<sf::Vertex, std::allocator<sf::Vertex> > >, __gnu_cxx::__normal_iterator<sf::Vertex const*, std::vector<sf::Vertex, std::allocator<sf::Vertex> > >, sf::Vertex*, std::allocator<sf::Vertex>&) [63]
[62]     0.0    0.00    0.00     508         sf::Vertex* std::uninitialized_copy<__gnu_cxx::__normal_iterator<sf::Vertex const*, std::vector<sf::Vertex, std::allocator<sf::Vertex> > >, sf::Vertex*>(__gnu_cxx::__normal_iterator<sf::Vertex const*, std::vector<sf::Vertex, std::allocator<sf::Vertex> > >, __gnu_cxx::__normal_iterator<sf::Vertex const*, std::vector<sf::Vertex, std::allocator<sf::Vertex> > >, sf::Vertex*) [62]
                0.00    0.00     508/508         sf::Vertex* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<sf::Vertex const*, std::vector<sf::Vertex, std::allocator<sf::Vertex> > >, sf::Vertex*>(__gnu_cxx::__normal_iterator<sf::Vertex const*, std::vector<sf::Vertex, std::allocator<sf::Vertex> > >, __gnu_cxx::__normal_iterator<sf::Vertex const*, std::vector<sf::Vertex, std::allocator<sf::Vertex> > >, sf::Vertex*) [60]
-----------------------------------------------
                0.00    0.00     508/508         std::vector<sf::Vertex, std::allocator<sf::Vertex> >::vector(std::vector<sf::Vertex, std::allocator<sf::Vertex> > const&) [61]
[63]     0.0    0.00    0.00     508         sf::Vertex* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<sf::Vertex const*, std::vector<sf::Vertex, std::allocator<sf::Vertex> > >, sf::Vertex*, sf::Vertex>(__gnu_cxx::__normal_iterator<sf::Vertex const*, std::vector<sf::Vertex, std::allocator<sf::Vertex> > >, __gnu_cxx::__normal_iterator<sf::Vertex const*, std::vector<sf::Vertex, std::allocator<sf::Vertex> > >, sf::Vertex*, std::allocator<sf::Vertex>&) [63]
                0.00    0.00     508/508         sf::Vertex* std::uninitialized_copy<__gnu_cxx::__normal_iterator<sf::Vertex const*, std::vector<sf::Vertex, std::allocator<sf::Vertex> > >, sf::Vertex*>(__gnu_cxx::__normal_iterator<sf::Vertex const*, std::vector<sf::Vertex, std::allocator<sf::Vertex> > >, __gnu_cxx::__normal_iterator<sf::Vertex const*, std::vector<sf::Vertex, std::allocator<sf::Vertex> > >, sf::Vertex*) [62]
-----------------------------------------------
                0.00    0.00     498/498         __gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > boost::algorithm::detail::trim_end_iter_select<__gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, boost::algorithm::detail::is_classifiedF>(__gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, boost::algorithm::detail::is_classifiedF, std::bidirectional_iterator_tag) [83]
[64]     0.0    0.00    0.00     498         __gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::operator--() [64]
-----------------------------------------------
                0.00    0.00     227/454         std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_M_is_local() const [99]
                0.00    0.00     227/454         std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_M_destroy(unsigned long) [104]
[65]     0.0    0.00    0.00     454         std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_M_data() const [65]
-----------------------------------------------
                0.00    0.00     452/452         void std::_Destroy<sf::Vertex*>(sf::Vertex*, sf::Vertex*) [71]
[66]     0.0    0.00    0.00     452         void std::_Destroy_aux<true>::__destroy<sf::Vertex*>(sf::Vertex*, sf::Vertex*) [66]
-----------------------------------------------
                0.00    0.00     452/452         std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::~_Vector_base() [69]
[67]     0.0    0.00    0.00     452         std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::_Vector_impl::~_Vector_impl() [67]
                0.00    0.00     452/1056        std::allocator<sf::Vertex>::~allocator() [26]
-----------------------------------------------
                0.00    0.00     452/452         std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::~_Vector_base() [69]
[68]     0.0    0.00    0.00     452         std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::_M_deallocate(sf::Vertex*, unsigned long) [68]
-----------------------------------------------
                0.00    0.00     452/452         std::vector<sf::Vertex, std::allocator<sf::Vertex> >::~vector() [70]
[69]     0.0    0.00    0.00     452         std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::~_Vector_base() [69]
                0.00    0.00     452/452         std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::_Vector_impl::~_Vector_impl() [67]
                0.00    0.00     452/452         std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::_M_deallocate(sf::Vertex*, unsigned long) [68]
-----------------------------------------------
                0.00    0.00      96/452         std::vector<sf::Vertex, std::allocator<sf::Vertex> >::_M_move_assign(std::vector<sf::Vertex, std::allocator<sf::Vertex> >&&, std::integral_constant<bool, true>) [144]
                0.00    0.00     356/452         sf::VertexArray::~VertexArray() [73]
[70]     0.0    0.00    0.00     452         std::vector<sf::Vertex, std::allocator<sf::Vertex> >::~vector() [70]
                0.00    0.00     452/1248        std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::_M_get_Tp_allocator() [19]
                0.00    0.00     452/452         void std::_Destroy<sf::Vertex*, sf::Vertex>(sf::Vertex*, sf::Vertex*, std::allocator<sf::Vertex>&) [72]
                0.00    0.00     452/452         std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::~_Vector_base() [69]
-----------------------------------------------
                0.00    0.00     452/452         void std::_Destroy<sf::Vertex*, sf::Vertex>(sf::Vertex*, sf::Vertex*, std::allocator<sf::Vertex>&) [72]
[71]     0.0    0.00    0.00     452         void std::_Destroy<sf::Vertex*>(sf::Vertex*, sf::Vertex*) [71]
                0.00    0.00     452/452         void std::_Destroy_aux<true>::__destroy<sf::Vertex*>(sf::Vertex*, sf::Vertex*) [66]
-----------------------------------------------
                0.00    0.00     452/452         std::vector<sf::Vertex, std::allocator<sf::Vertex> >::~vector() [70]
[72]     0.0    0.00    0.00     452         void std::_Destroy<sf::Vertex*, sf::Vertex>(sf::Vertex*, sf::Vertex*, std::allocator<sf::Vertex>&) [72]
                0.00    0.00     452/452         void std::_Destroy<sf::Vertex*>(sf::Vertex*, sf::Vertex*) [71]
-----------------------------------------------
                0.00    0.00     356/356         sf::Text::~Text() [118]
